Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum
2022,Guinea-Bissau,GNB,Morocco,MAR,0,76
2022,Guinea-Bissau,GNB,Netherlands (Kingdom of the),NLD,0,5
2022,Guinea-Bissau,GNB,Nigeria,NGA,5,0
2022,Guinea-Bissau,GNB,Norway,NOR,5,0
2022,Guinea-Bissau,GNB,Portugal,PRT,9,20
2022,Guinea-Bissau,GNB,South Africa,ZAF,0,7
2022,Guinea-Bissau,GNB,Spain,ESP,11,60
2022,Guinea-Bissau,GNB,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,5
2022,Guinea-Bissau,GNB,Sweden,SWE,7,5
2022,Guinea-Bissau,GNB,Switzerland,CHE,46,0
2022,Guinea-Bissau,GNB,Uruguay,URY,0,5
2022,Guinea-Bissau,GNB,United States of America,USA,20,64
2022,Greece,GRC,Australia,AUS,10,47
2022,Greece,GRC,Brazil,BRA,0,5
2022,Greece,GRC,Canada,CAN,6,25
2022,Greece,GRC,Costa Rica,CRI,0,5
2022,Greece,GRC,United Kingdom of Great Britain and Northern Ireland,GBR,5,13
2022,Greece,GRC,Germany,DEU,50,5
2022,Greece,GRC,Rep. of Moldova,MDA,15,0
2022,Greece,GRC,Sweden,SWE,18,0
2022,Greece,GRC,Switzerland,CHE,5,5
2022,Greece,GRC,United States of America,USA,16,89
2022,Grenada,GRD,Canada,CAN,13,5
2022,Grenada,GRD,United Kingdom of Great Britain and Northern Ireland,GBR,24,72
2022,Grenada,GRD,Trinidad and Tobago,TTO,0,5
2022,Grenada,GRD,United States of America,USA,14,34
2022,Guatemala,GTM,Argentina,ARG,8,0
2022,Guatemala,GTM,Austria,AUT,6,0
2022,Guatemala,GTM,Belgium,BEL,38,95
2022,Guatemala,GTM,Brazil,BRA,5,25
2022,Guatemala,GTM,Belize,BLZ,0,410
2022,Guatemala,GTM,Canada,CAN,230,292
2022,Guatemala,GTM,Chile,CHL,0,5
2022,Guatemala,GTM,Costa Rica,CRI,24,141
2022,Guatemala,GTM,France,FRA,25,5
2022,Guatemala,GTM,United Kingdom of Great Britain and Northern Ireland,GBR,9,57
2022,Guatemala,GTM,Germany,DEU,5,12
2022,Guatemala,GTM,Iceland,ISL,0,5
2022,Guatemala,GTM,Ireland,IRL,11,20
2022,Guatemala,GTM,Italy,ITA,16,20
2022,Guatemala,GTM,Mexico,MEX,4127,8184
2022,Guatemala,GTM,Nicaragua,NIC,7,0
2022,Guatemala,GTM,Panama,PAN,12,6
2022,Guatemala,GTM,Paraguay,PRY,0,6
2022,Guatemala,GTM,Peru,PER,5,0
2022,Guatemala,GTM,El Salvador,SLV,6,5
2022,Guatemala,GTM,Spain,ESP,174,490
2022,Guatemala,GTM,Sweden,SWE,6,5
2022,Guatemala,GTM,Switzerland,CHE,7,5
2022,Guatemala,GTM,Uruguay,URY,5,0
2022,Guatemala,GTM,United States of America,USA,25552,157113
2022,Guinea,GIN,Algeria,DZA,41,622
2022,Guinea,GIN,Angola,AGO,126,9146
2022,Guinea,GIN,Egypt,EGY,11,55
2022,Guinea,GIN,Argentina,ARG,10,10
2022,Guinea,GIN,Australia,AUS,9,5
2022,Guinea,GIN,Austria,AUT,129,20
2022,Guinea,GIN,Belgium,BEL,3165,1335
2022,Guinea,GIN,Benin,BEN,0,14
2022,Guinea,GIN,Brazil,BRA,116,787
2022,Guinea,GIN,Bulgaria,BGR,5,0
2022,Guinea,GIN,Canada,CAN,307,311
2022,Guinea,GIN,Central African Rep.,CAF,6,0
2022,Guinea,GIN,China,CHN,0,5
2022,Guinea,GIN,Cameroon,CMR,8,211
2022,Guinea,GIN,Congo,COG,0,5
2022,Guinea,GIN,Cyprus,CYP,15,516
2022,Guinea,GIN,Ecuador,ECU,10,0
2022,Guinea,GIN,Finland,FIN,25,7
2022,Guinea,GIN,France,FRA,22285,2744
2022,Guinea,GIN,Gambia,GMB,5,0
2022,Guinea,GIN,United Kingdom of Great Britain and Northern Ireland,GBR,209,155
2022,Guinea,GIN,Germany,DEU,3288,2435
2022,Guinea,GIN,Greece,GRC,250,111
2022,Guinea,GIN,Croatia,HRV,0,6
2022,Guinea,GIN,Hungary,HUN,5,0
2022,Guinea,GIN,India,IND,0,11
2022,Guinea,GIN,Ireland,IRL,14,5
2022,Guinea,GIN,Italy,ITA,2430,977
2022,Guinea,GIN,Japan,JPN,5,0
2022,Guinea,GIN,Rep. of Korea,KOR,7,74
2022,Guinea,GIN,Liberia,LBR,0,5
2022,Guinea,GIN,Luxembourg,LUX,37,20
2022,Guinea,GIN,Mauritania,MRT,17,260
2022,Guinea,GIN,Mexico,MEX,48,255
2022,Guinea,GIN,Mali,MLI,0,13
2022,Guinea,GIN,Malaysia,MYS,13,24
2022,Guinea,GIN,Morocco,MAR,172,2187
2022,Guinea,GIN,Mozambique,MOZ,0,5
2022,Guinea,GIN,Malta,MLT,0,31
2022,Guinea,GIN,Netherlands (Kingdom of the),NLD,333,112
2022,Guinea,GIN,Niger,NER,0,25
2022,Guinea,GIN,Nigeria,NGA,18,5
2022,Guinea,GIN,Norway,NOR,24,0
2022,Guinea,GIN,Philippines,PHL,0,10
2022,Guinea,GIN,Poland,POL,5,10
2022,Guinea,GIN,Portugal,PRT,74,23
2022,Guinea,GIN,Romania,ROU,12,8
2022,Guinea,GIN,South Africa,ZAF,0,22
2022,Guinea,GIN,Russian Federation,RUS,5,0
2022,Guinea,GIN,Rwanda,RWA,0,5
2022,Guinea,GIN,Senegal,SEN,6,15
2022,Guinea,GIN,Spain,ESP,268,670
2022,Guinea,GIN,Sweden,SWE,57,12
2022,Guinea,GIN,Switzerland,CHE,183,40
2022,Guinea,GIN,Syrian Arab Rep.,SYR,56,5
2022,Guinea,GIN,Thailand,THA,0,5
2022,Guinea,GIN,Tunisia,TUN,12,454
2022,Guinea,GIN,Ukraine,UKR,5,0
2022,Guinea,GIN,Uruguay,URY,0,11
2022,Guinea,GIN,United States of America,USA,1477,1443
2022,Guyana,GUY,Brazil,BRA,5,190
2022,Guyana,GUY,Canada,CAN,46,60
2022,Guyana,GUY,Costa Rica,CRI,0,11
2022,Guyana,GUY,France,FRA,38,0
2022,Guyana,GUY,United Kingdom of Great Britain and Northern Ireland,GBR,18,9
2022,Guyana,GUY,Ireland,IRL,0,5
2022,Guyana,GUY,Mexico,MEX,0,32
2022,Guyana,GUY,Netherlands (Kingdom of the),NLD,6,5
2022,Guyana,GUY,Suriname,SUR,0,5
2022,Guyana,GUY,Trinidad and Tobago,TTO,15,89
2022,Guyana,GUY,United States of America,USA,120,523
2022,Haiti,HTI,Argentina,ARG,79,609
2022,Haiti,HTI,Armenia,ARM,0,5
2022,Haiti,HTI,Belgium,BEL,7,20
2022,Haiti,HTI,Bahamas,BHS,0,5
2022,Haiti,HTI,Brazil,BRA,11,34571
2022,Haiti,HTI,Canada,CAN,2823,11975
2022,Haiti,HTI,Chile,CHL,0,202
2022,Haiti,HTI,Colombia,COL,0,7
2022,Haiti,HTI,Costa Rica,CRI,13,886
2022,Haiti,HTI,Cuba,CUB,5,0
2022,Haiti,HTI,Cyprus,CYP,0,17
2022,Haiti,HTI,Dominican Rep.,DOM,344,607
2022,Haiti,HTI,Ecuador,ECU,27,7
2022,Haiti,HTI,France,FRA,7239,806
2022,Haiti,HTI,United Kingdom of Great Britain and Northern Ireland,GBR,0,11
2022,Haiti,HTI,Germany,DEU,13,39
2022,Haiti,HTI,Greece,GRC,60,19
2022,Haiti,HTI,Guatemala,GTM,0,5
2022,Haiti,HTI,Guyana,GUY,5,13
2022,Haiti,HTI,Jamaica,JAM,31,0
2022,Haiti,HTI,Rep. of Korea,KOR,11,168
2022,Haiti,HTI,Mexico,MEX,4964,53374
2022,Haiti,HTI,Netherlands (Kingdom of the),NLD,0,5
2022,Haiti,HTI,Panama,PAN,19,0
2022,Haiti,HTI,Paraguay,PRY,0,5
2022,Haiti,HTI,Peru,PER,87,77
2022,Haiti,HTI,Portugal,PRT,0,6
2022,Haiti,HTI,Spain,ESP,6,185
2022,Haiti,HTI,Suriname,SUR,0,6
2022,Haiti,HTI,Sweden,SWE,0,5
2022,Haiti,HTI,Switzerland,CHE,0,8
2022,Haiti,HTI,Trinidad and Tobago,TTO,5,16
2022,Haiti,HTI,Uruguay,URY,5,22
2022,Haiti,HTI,United States of America,USA,14538,74297
2022,Haiti,HTI,Venezuela (Bolivarian Republic of),VEN,12,0
2022,"China, Hong Kong SAR",HKG,Australia,AUS,6,514
2022,"China, Hong Kong SAR",HKG,Canada,CAN,104,61
2022,"China, Hong Kong SAR",HKG,United Kingdom of Great Britain and Northern Ireland,GBR,27,143
2022,"China, Hong Kong SAR",HKG,Germany,DEU,8,8
2022,"China, Hong Kong SAR",HKG,New Zealand,NZL,5,5
2022,"China, Hong Kong SAR",HKG,United States of America,USA,27,254
2022,Honduras,HND,Argentina,ARG,5,10
2022,Honduras,HND,Australia,AUS,5,7
2022,Honduras,HND,Belgium,BEL,21,20
2022,Honduras,HND,Brazil,BRA,7,7
2022,Honduras,HND,Belize,BLZ,26,425
2022,Honduras,HND,Canada,CAN,384,352
2022,Honduras,HND,Chile,CHL,5,0
2022,Honduras,HND,Colombia,COL,5,0
2022,Honduras,HND,Costa Rica,CRI,229,1199
2022,Honduras,HND,Dominican Rep.,DOM,0,5
2022,Honduras,HND,Ecuador,ECU,0,5
2022,Honduras,HND,Finland,FIN,36,26
2022,Honduras,HND,France,FRA,60,5
2022,Honduras,HND,United Kingdom of Great Britain and Northern Ireland,GBR,148,1658
2022,Honduras,HND,Germany,DEU,74,62
2022,Honduras,HND,Guatemala,GTM,145,539
2022,Honduras,HND,Iceland,ISL,13,0
2022,Honduras,HND,Ireland,IRL,5,12
2022,Honduras,HND,Israel,ISR,0,5
2022,Honduras,HND,Italy,ITA,493,163
2022,Honduras,HND,Mexico,MEX,41671,56029
2022,Honduras,HND,Netherlands (Kingdom of the),NLD,8,5
2022,Honduras,HND,Nicaragua,NIC,74,26
2022,Honduras,HND,Norway,NOR,6,0
2022,Honduras,HND,Panama,PAN,6,70
2022,Honduras,HND,Peru,PER,0,8
2022,Honduras,HND,El Salvador,SLV,31,5
2022,Honduras,HND,Spain,ESP,2166,6120
2022,Honduras,HND,Sweden,SWE,29,33
2022,Honduras,HND,Switzerland,CHE,5,8
2022,Honduras,HND,United States of America,USA,19319,128780
2022,Croatia,HRV,Belgium,BEL,5,0
2022,Croatia,HRV,Brazil,BRA,6,0
2022,Croatia,HRV,Canada,CAN,36,5
2022,Croatia,HRV,France,FRA,61,0
2022,Croatia,HRV,Germany,DEU,258,5
2022,Croatia,HRV,Panama,PAN,5,0
2022,Croatia,HRV,Serbia and Kosovo: S/RES/1244 (1999),SRB,17169,0
2022,Croatia,HRV,Sweden,SWE,0,5
2022,Croatia,HRV,Switzerland,CHE,18,0
2022,Croatia,HRV,United States of America,USA,15,59
2022,Hungary,HUN,Argentina,ARG,0,5
2022,Hungary,HUN,Belgium,BEL,28,0
2022,Hungary,HUN,Brazil,BRA,5,5
2022,Hungary,HUN,Canada,CAN,1582,831
2022,Hungary,HUN,Colombia,COL,5,0
2022,Hungary,HUN,France,FRA,69,5
2022,Hungary,HUN,United Kingdom of Great Britain and Northern Ireland,GBR,0,25
2022,Hungary,HUN,Germany,DEU,227,5
2022,Hungary,HUN,Rep. of Moldova,MDA,7,0
2022,Hungary,HUN,Mexico,MEX,0,6
2022,Hungary,HUN,New Zealand,NZL,5,0
2022,Hungary,HUN,Romania,ROU,5,0
2022,Hungary,HUN,Sweden,SWE,5,0
2022,Hungary,HUN,United States of America,USA,15,445
2022,Iceland,ISL,Canada,CAN,0,8
2022,Iceland,ISL,United States of America,USA,0,5
2022,Cote d'Ivoire,CIV,Algeria,DZA,76,250
2022,Cote d'Ivoire,CIV,Angola,AGO,417,5940
2022,Cote d'Ivoire,CIV,Egypt,EGY,5,0
2022,Cote d'Ivoire,CIV,Argentina,ARG,20,5
2022,Cote d'Ivoire,CIV,Armenia,ARM,6,0
2022,Cote d'Ivoire,CIV,Austria,AUT,45,8
2022,Cote d'Ivoire,CIV,Belgium,BEL,236,275
2022,Cote d'Ivoire,CIV,Benin,BEN,0,29
2022,Cote d'Ivoire,CIV,Burkina Faso,BFA,5,0
2022,Cote d'Ivoire,CIV,Bolivia (Plurinational State of),BOL,5,0
2022,Cote d'Ivoire,CIV,Brazil,BRA,59,143
2022,Cote d'Ivoire,CIV,Bulgaria,BGR,5,6
2022,Cote d'Ivoire,CIV,Canada,CAN,199,180
2022,Cote d'Ivoire,CIV,Central African Rep.,CAF,8,0
2022,Cote d'Ivoire,CIV,Chad,TCD,5,0
2022,Cote d'Ivoire,CIV,China,CHN,0,22
2022,Cote d'Ivoire,CIV,Cameroon,CMR,49,37
2022,Cote d'Ivoire,CIV,Congo,COG,5,5
2022,Cote d'Ivoire,CIV,Dem. Rep. of the Congo,COD,12,5
2022,Cote d'Ivoire,CIV,Costa Rica,CRI,0,6
2022,Cote d'Ivoire,CIV,Cyprus,CYP,5,108
2022,Cote d'Ivoire,CIV,Denmark,DNK,7,0
2022,Cote d'Ivoire,CIV,Ecuador,ECU,5,0
2022,Cote d'Ivoire,CIV,Ethiopia,ETH,5,0
2022,Cote d'Ivoire,CIV,Finland,FIN,7,10
2022,Cote d'Ivoire,CIV,France,FRA,13750,3022
2022,Cote d'Ivoire,CIV,United Kingdom of Great Britain and Northern Ireland,GBR,174,126
2022,Cote d'Ivoire,CIV,Germany,DEU,686,821
2022,Cote d'Ivoire,CIV,Ghana,GHA,2369,482
2022,Cote d'Ivoire,CIV,Guinea-Bissau,GNB,6,6
2022,Cote d'Ivoire,CIV,Greece,GRC,116,25
2022,Cote d'Ivoire,CIV,Guinea,GIN,22,0
2022,Cote d'Ivoire,CIV,Hungary,HUN,15,0
2022,Cote d'Ivoire,CIV,Iceland,ISL,5,0
2022,Cote d'Ivoire,CIV,India,IND,5,180
2022,Cote d'Ivoire,CIV,Indonesia,IDN,0,10
2022,Cote d'Ivoire,CIV,Ireland,IRL,15,10
2022,Cote d'Ivoire,CIV,Israel,ISR,7,17
2022,Cote d'Ivoire,CIV,Italy,ITA,3845,2020
2022,Cote d'Ivoire,CIV,Kenya,KEN,0,5
2022,Cote d'Ivoire,CIV,Rep. of Korea,KOR,39,14
2022,Cote d'Ivoire,CIV,Liberia,LBR,458,771
2022,Cote d'Ivoire,CIV,Lebanon,LBN,0,5
2022,Cote d'Ivoire,CIV,Luxembourg,LUX,17,15
2022,Cote d'Ivoire,CIV,Mauritania,MRT,169,165
2022,Cote d'Ivoire,CIV,Mexico,MEX,6,40
2022,Cote d'Ivoire,CIV,Malaysia,MYS,5,0
2022,Cote d'Ivoire,CIV,Malawi,MWI,5,0
2022,Cote d'Ivoire,CIV,Morocco,MAR,289,903
2022,Cote d'Ivoire,CIV,Mozambique,MOZ,0,522
2022,Cote d'Ivoire,CIV,Malta,MLT,13,25
2022,Cote d'Ivoire,CIV,Netherlands (Kingdom of the),NLD,121,16
2022,Cote d'Ivoire,CIV,Niger,NER,8,14
2022,Cote d'Ivoire,CIV,Nigeria,NGA,134,5
2022,Cote d'Ivoire,CIV,Norway,NOR,13,0
2022,Cote d'Ivoire,CIV,Panama,PAN,0,5
2022,Cote d'Ivoire,CIV,Philippines,PHL,31,46
2022,Cote d'Ivoire,CIV,Portugal,PRT,67,7
2022,Cote d'Ivoire,CIV,South Africa,ZAF,26,79
2022,Cote d'Ivoire,CIV,Senegal,SEN,5,0
2022,Cote d'Ivoire,CIV,Spain,ESP,354,765
2022,Cote d'Ivoire,CIV,Sweden,SWE,29,0
2022,Cote d'Ivoire,CIV,Switzerland,CHE,192,14
2022,Cote d'Ivoire,CIV,Syrian Arab Rep.,SYR,5,0
2022,Cote d'Ivoire,CIV,Thailand,THA,18,0
2022,Cote d'Ivoire,CIV,Togo,TGO,15,28
2022,Cote d'Ivoire,CIV,Tunisia,TUN,60,3170
2022,Cote d'Ivoire,CIV,Ukraine,UKR,0,10
2022,Cote d'Ivoire,CIV,United States of America,USA,811,1638
2022,Cote d'Ivoire,CIV,Zimbabwe,ZWE,12,27
2022,India,IND,Algeria,DZA,0,5
2022,India,IND,Egypt,EGY,0,5
2022,India,IND,Argentina,ARG,23,128
2022,India,IND,Armenia,ARM,0,5
2022,India,IND,Australia,AUS,459,8141
2022,India,IND,Austria,AUT,38,7646
2022,India,IND,Belgium,BEL,18,10
2022,India,IND,Brazil,BRA,20,847
2022,India,IND,Bulgaria,BGR,5,0
2022,India,IND,Canada,CAN,5180,8698
2022,India,IND,Costa Rica,CRI,0,12
2022,India,IND,Cyprus,CYP,10,1132
2022,India,IND,Czechia,CZE,5,5
2022,India,IND,Denmark,DNK,0,22
2022,India,IND,Ecuador,ECU,5,5
2022,India,IND,Finland,FIN,7,5
2022,India,IND,France,FRA,329,200
2022,India,IND,United Kingdom of Great Britain and Northern Ireland,GBR,517,4640
2022,India,IND,Georgia,GEO,0,9
2022,India,IND,Germany,DEU,652,826
2022,India,IND,Greece,GRC,56,439
2022,India,IND,Croatia,HRV,0,5
2022,India,IND,Hungary,HUN,6,0
2022,India,IND,Ireland,IRL,21,73
2022,India,IND,Israel,ISR,0,950
2022,India,IND,Italy,ITA,256,697
2022,India,IND,Jordan,JOR,5,0
2022,India,IND,Kenya,KEN,0,6
2022,India,IND,Rep. of Korea,KOR,0,2077
2022,India,IND,Lebanon,LBN,0,10
2022,India,IND,Sri Lanka,LKA,0,5
2022,India,IND,Lithuania,LTU,5,0
2022,India,IND,Luxembourg,LUX,5,5
2022,India,IND,Latvia,LVA,0,7
2022,India,IND,Rep. of Moldova,MDA,41,5
2022,India,IND,Mexico,MEX,14,100
2022,India,IND,Malaysia,MYS,5,22
2022,India,IND,Netherlands (Kingdom of the),NLD,297,28
2022,India,IND,Norway,NOR,5,0
2022,India,IND,New Zealand,NZL,33,111
2022,India,IND,Pakistan,PAK,0,5
2022,India,IND,Panama,PAN,0,6
2022,India,IND,Peru,PER,6,5
2022,India,IND,Poland,POL,66,33
2022,India,IND,Portugal,PRT,899,78
2022,India,IND,Romania,ROU,19,91
2022,India,IND,South Africa,ZAF,0,1844
2022,India,IND,Spain,ESP,88,45
2022,India,IND,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,7
2022,India,IND,Sudan,SDN,0,5
2022,India,IND,Slovakia,SVK,12,0
2022,India,IND,Slovenia,SVN,0,47
2022,India,IND,Sweden,SWE,23,49
2022,India,IND,Switzerland,CHE,48,23
2022,India,IND,Trinidad and Tobago,TTO,0,5
2022,India,IND,Ukraine,UKR,8,11
2022,India,IND,Uruguay,URY,0,6
2022,India,IND,United States of America,USA,11646,61238
2022,India,IND,Yemen,YEM,0,5
2022,India,IND,Zambia,ZMB,0,5
2022,Indonesia,IDN,Australia,AUS,240,2875
2022,Indonesia,IDN,Brazil,BRA,0,5
2022,Indonesia,IDN,Canada,CAN,53,47
2022,Indonesia,IDN,Costa Rica,CRI,5,0
2022,Indonesia,IDN,Finland,FIN,5,0
2022,Indonesia,IDN,France,FRA,10,8
2022,Indonesia,IDN,United Kingdom of Great Britain and Northern Ireland,GBR,49,174
2022,Indonesia,IDN,Germany,DEU,15,5
2022,Indonesia,IDN,Greece,GRC,14,12
2022,Indonesia,IDN,"China, Hong Kong SAR",HKG,13,0
2022,Indonesia,IDN,Ireland,IRL,5,5
2022,Indonesia,IDN,Italy,ITA,0,5
2022,Indonesia,IDN,Netherlands (Kingdom of the),NLD,13,0
2022,Indonesia,IDN,New Zealand,NZL,9,10
2022,Indonesia,IDN,Papua New Guinea,PNG,10445,3280
2022,Indonesia,IDN,Spain,ESP,0,5
2022,Indonesia,IDN,Sweden,SWE,15,0
2022,Indonesia,IDN,Switzerland,CHE,0,6
2022,Indonesia,IDN,United States of America,USA,849,3580
2022,Ireland,IRL,Australia,AUS,0,96
2022,Ireland,IRL,Canada,CAN,5,27
2022,Ireland,IRL,Rep. of Moldova,MDA,8,0
2022,Ireland,IRL,United States of America,USA,0,66
2022,Iran (Islamic Rep. of),IRN,Afghanistan,AFG,35,21
2022,Iran (Islamic Rep. of),IRN,Argentina,ARG,29,6
2022,Iran (Islamic Rep. of),IRN,Armenia,ARM,158,129
2022,Iran (Islamic Rep. of),IRN,Australia,AUS,12023,4309
2022,Iran (Islamic Rep. of),IRN,Austria,AUT,7664,841
2022,Iran (Islamic Rep. of),IRN,Azerbaijan,AZE,51,14
2022,Iran (Islamic Rep. of),IRN,Belgium,BEL,1526,890
2022,Iran (Islamic Rep. of),IRN,Belarus,BLR,5,7
2022,Iran (Islamic Rep. of),IRN,Brazil,BRA,69,192
2022,Iran (Islamic Rep. of),IRN,Bosnia and Herzegovina,BIH,5,0
2022,Iran (Islamic Rep. of),IRN,Bulgaria,BGR,91,84
2022,Iran (Islamic Rep. of),IRN,Canada,CAN,6377,3413
2022,Iran (Islamic Rep. of),IRN,Chad,TCD,5,0
2022,Iran (Islamic Rep. of),IRN,China,CHN,5,0
2022,Iran (Islamic Rep. of),IRN,Cameroon,CMR,5,0
2022,Iran (Islamic Rep. of),IRN,Costa Rica,CRI,5,5
2022,Iran (Islamic Rep. of),IRN,Cuba,CUB,10,0
2022,Iran (Islamic Rep. of),IRN,Cyprus,CYP,684,648
2022,Iran (Islamic Rep. of),IRN,Czechia,CZE,11,5
2022,Iran (Islamic Rep. of),IRN,Denmark,DNK,2465,151
2022,Iran (Islamic Rep. of),IRN,Ecuador,ECU,72,5
2022,Iran (Islamic Rep. of),IRN,Estonia,EST,5,0
2022,Iran (Islamic Rep. of),IRN,Finland,FIN,936,212
2022,Iran (Islamic Rep. of),IRN,France,FRA,4185,356
2022,Iran (Islamic Rep. of),IRN,United Kingdom of Great Britain and Northern Ireland,GBR,22707,18593
2022,Iran (Islamic Rep. of),IRN,Georgia,GEO,49,268
2022,Iran (Islamic Rep. of),IRN,Germany,DEU,25452,13513
2022,Iran (Islamic Rep. of),IRN,Greece,GRC,3581,450
2022,Iran (Islamic Rep. of),IRN,Croatia,HRV,47,30
2022,Iran (Islamic Rep. of),IRN,Hungary,HUN,197,0
2022,Iran (Islamic Rep. of),IRN,Iceland,ISL,110,13
2022,Iran (Islamic Rep. of),IRN,Cote d'Ivoire,CIV,7,0
2022,Iran (Islamic Rep. of),IRN,India,IND,60,100
2022,Iran (Islamic Rep. of),IRN,Indonesia,IDN,289,20
2022,Iran (Islamic Rep. of),IRN,Ireland,IRL,137,53
2022,Iran (Islamic Rep. of),IRN,Iraq,IRQ,3707,4753
2022,Iran (Islamic Rep. of),IRN,Israel,ISR,6,0
2022,Iran (Islamic Rep. of),IRN,Italy,ITA,1213,181
2022,Iran (Islamic Rep. of),IRN,Jordan,JOR,5,0
2022,Iran (Islamic Rep. of),IRN,Japan,JPN,20,0
2022,Iran (Islamic Rep. of),IRN,Kazakhstan,KAZ,0,5
2022,Iran (Islamic Rep. of),IRN,Rep. of Korea,KOR,61,14
2022,Iran (Islamic Rep. of),IRN,Kuwait,KWT,8,57
2022,Iran (Islamic Rep. of),IRN,Lebanon,LBN,32,57
2022,Iran (Islamic Rep. of),IRN,Liechtenstein,LIE,11,0
2022,Iran (Islamic Rep. of),IRN,Sri Lanka,LKA,12,5
2022,Iran (Islamic Rep. of),IRN,Lithuania,LTU,14,5
2022,Iran (Islamic Rep. of),IRN,Luxembourg,LUX,255,95
2022,Iran (Islamic Rep. of),IRN,Latvia,LVA,17,36
2022,Iran (Islamic Rep. of),IRN,Rep. of Moldova,MDA,15,5
2022,Iran (Islamic Rep. of),IRN,Mexico,MEX,42,24
2022,Iran (Islamic Rep. of),IRN,Malaysia,MYS,252,141
2022,Iran (Islamic Rep. of),IRN,Montenegro,MNE,13,5
2022,Iran (Islamic Rep. of),IRN,Malta,MLT,32,9
2022,Iran (Islamic Rep. of),IRN,Nepal,NPL,9,0
2022,Iran (Islamic Rep. of),IRN,Netherlands (Kingdom of the),NLD,5393,957
2022,Iran (Islamic Rep. of),IRN,Norway,NOR,1369,156
2022,Iran (Islamic Rep. of),IRN,Nauru,NRU,8,0
2022,Iran (Islamic Rep. of),IRN,New Zealand,NZL,82,6
2022,Iran (Islamic Rep. of),IRN,Pakistan,PAK,39,14
2022,Iran (Islamic Rep. of),IRN,Panama,PAN,5,0
2022,Iran (Islamic Rep. of),IRN,Peru,PER,6,5
2022,Iran (Islamic Rep. of),IRN,Philippines,PHL,77,28
2022,Iran (Islamic Rep. of),IRN,Papua New Guinea,PNG,21,18
2022,Iran (Islamic Rep. of),IRN,Poland,POL,85,82
2022,Iran (Islamic Rep. of),IRN,Portugal,PRT,100,20
2022,Iran (Islamic Rep. of),IRN,Romania,ROU,133,10
2022,Iran (Islamic Rep. of),IRN,Russian Federation,RUS,5,0
2022,Iran (Islamic Rep. of),IRN,Spain,ESP,164,100
2022,Iran (Islamic Rep. of),IRN,Serbia and Kosovo: S/RES/1244 (1999),SRB,22,10
2022,Iran (Islamic Rep. of),IRN,Slovakia,SVK,44,0
2022,Iran (Islamic Rep. of),IRN,Slovenia,SVN,86,12
2022,Iran (Islamic Rep. of),IRN,Sweden,SWE,6872,651
2022,Iran (Islamic Rep. of),IRN,Switzerland,CHE,2310,773
2022,Iran (Islamic Rep. of),IRN,Syrian Arab Rep.,SYR,45,10
2022,Iran (Islamic Rep. of),IRN,United Rep. of Tanzania,TZA,5,0
2022,Iran (Islamic Rep. of),IRN,Thailand,THA,82,10
2022,Iran (Islamic Rep. of),IRN,Tajikistan,TJK,7,0
2022,Iran (Islamic Rep. of),IRN,Tunisia,TUN,5,0
2022,Iran (Islamic Rep. of),IRN,Türkiye,TUR,5114,13084
2022,Iran (Islamic Rep. of),IRN,United Arab Emirates,ARE,5,7
2022,Iran (Islamic Rep. of),IRN,Uganda,UGA,5,0
2022,Iran (Islamic Rep. of),IRN,Ukraine,UKR,74,6
2022,Iran (Islamic Rep. of),IRN,United States of America,USA,5275,3558
2022,Iran (Islamic Rep. of),IRN,Yemen,YEM,5,0
2022,Iraq,IRQ,Algeria,DZA,16,5
2022,Iraq,IRQ,Egypt,EGY,4496,1179
2022,Iraq,IRQ,Argentina,ARG,26,0
2022,Iraq,IRQ,Armenia,ARM,1123,184
2022,Iraq,IRQ,Australia,AUS,4192,1244
2022,Iraq,IRQ,Austria,AUT,10340,1095
2022,Iraq,IRQ,Azerbaijan,AZE,10,0
2022,Iraq,IRQ,Bahrain,BHR,241,106
2022,Iraq,IRQ,Belgium,BEL,3789,1035
2022,Iraq,IRQ,Belarus,BLR,11,14
2022,Iraq,IRQ,Bolivia (Plurinational State of),BOL,16,0
2022,Iraq,IRQ,Brazil,BRA,368,360
2022,Iraq,IRQ,Bosnia and Herzegovina,BIH,0,5
2022,Iraq,IRQ,Bulgaria,BGR,1087,570
2022,Iraq,IRQ,Canada,CAN,504,314
2022,Iraq,IRQ,China,CHN,14,0
2022,Iraq,IRQ,Chile,CHL,0,14
2022,Iraq,IRQ,Cameroon,CMR,6,0
2022,Iraq,IRQ,Colombia,COL,8,0
2022,Iraq,IRQ,Costa Rica,CRI,5,5
2022,Iraq,IRQ,Cyprus,CYP,1013,347
2022,Iraq,IRQ,Czechia,CZE,76,6
2022,Iraq,IRQ,Denmark,DNK,275,52
2022,Iraq,IRQ,Djibouti,DJI,13,0
2022,Iraq,IRQ,Ecuador,ECU,56,0
2022,Iraq,IRQ,Estonia,EST,17,0
2022,Iraq,IRQ,Ethiopia,ETH,10,0
2022,Iraq,IRQ,Finland,FIN,9137,1302
2022,Iraq,IRQ,France,FRA,14074,221
2022,Iraq,IRQ,United Kingdom of Great Britain and Northern Ireland,GBR,8272,15887
2022,Iraq,IRQ,Georgia,GEO,367,23
